Day_1;Day_2;Day_3;Day_4;Day_5;Day_6;Day_7;Target
22490;22505;22515;22525;22505;22505;22505;0
22505;22515;22525;22505;22505;22505;22505;1
22515;22525;22505;22505;22505;22505;22535;0
22525;22505;22505;22505;22505;22535;22505;0
22505;22505;22505;22505;22535;22505;22505;0
22505;22505;22505;22535;22505;22505;22500;1
22505;22505;22535;22505;22505;22500;22505;0
22505;22535;22505;22505;22500;22505;22505;0
22535;22505;22505;22500;22505;22505;22505;1
22505;22505;22500;22505;22505;22505;22520;0
22505;22500;22505;22505;22505;22520;22520;0
22500;22505;22505;22505;22520;22520;22520;0
22505;22505;22505;22520;22520;22520;22520;0
22505;22505;22520;22520;22520;22520;22500;1
22505;22520;22520;22520;22520;22500;25730;0
22520;22520;22520;22520;22500;25730;22505;0
22520;22520;22520;22500;25730;22505;22500;1
22520;22520;22500;25730;22505;22500;22505;0
22520;22500;25730;22505;22500;22505;22505;1
22500;25730;22505;22500;22505;22505;22515;0
25730;22505;22500;22505;22505;22515;22505;0
22505;22500;22505;22505;22515;22505;22505;0
22500;22505;22505;22515;22505;22505;22505;0
22505;22505;22515;22505;22505;22505;22505;1
22505;22515;22505;22505;22505;22505;22510;0
22515;22505;22505;22505;22505;22510;22510;0
22505;22505;22505;22505;22510;22510;22505;1
22505;22505;22505;22510;22510;22505;25730;0
22505;22505;22510;22510;22505;25730;25730;0
22505;22510;22510;22505;25730;25730;22505;0
22510;22510;22505;25730;25730;22505;22500;0
22510;22505;25730;25730;22505;22500;22455;0
22505;25730;25730;22505;22500;22455;22450;0
25730;25730;22505;22500;22455;22450;22230;1
25730;22505;22500;22455;22450;22230;25730;0
22505;22500;22455;22450;22230;25730;25730;0
22500;22455;22450;22230;25730;25730;22280;1
22455;22450;22230;25730;25730;22280;22400;1
22450;22230;25730;25730;22280;22400;22440;0
22230;25730;25730;22280;22400;22440;22420;0
25730;25730;22280;22400;22440;22420;22350;0
25730;22280;22400;22440;22420;22350;22350;0
22280;22400;22440;22420;22350;22350;22350;1
22400;22440;22420;22350;22350;22350;22370;0
22440;22420;22350;22350;22350;22370;22350;0
22420;22350;22350;22350;22370;22350;22350;0
22350;22350;22350;22370;22350;22350;22340;0
22350;22350;22370;22350;22350;22340;22320;1
22350;22370;22350;22350;22340;22320;22340;1
22370;22350;22350;22340;22320;22340;25730;0
22350;22350;22340;22320;22340;25730;22340;1
22350;22340;22320;22340;25730;22340;22350;0
22340;22320;22340;25730;22340;22350;22350;0
22320;22340;25730;22340;22350;22350;22350;1
22340;25730;22340;22350;22350;22350;22360;0
25730;22340;22350;22350;22350;22360;22345;0
22340;22350;22350;22350;22360;22345;22345;0
22350;22350;22350;22360;22345;22345;22345;0
22350;22350;22360;22345;22345;22345;22330;1
22350;22360;22345;22345;22345;22330;22360;0
22360;22345;22345;22345;22330;22360;22350;1
22345;22345;22345;22330;22360;22350;22390;1
22345;22345;22330;22360;22350;22390;22410;1
22345;22330;22360;22350;22390;22410;25730;0
22330;22360;22350;22390;22410;25730;22410;1
22360;22350;22390;22410;25730;22410;22460;0
22350;22390;22410;25730;22410;22460;22430;0
22390;22410;25730;22410;22460;22430;22430;1
22410;25730;22410;22460;22430;22430;22440;1
25730;22410;22460;22430;22430;22440;22470;1
22410;22460;22430;22430;22440;22470;25730;0
22460;22430;22430;22440;22470;25730;22470;1
22430;22430;22440;22470;25730;22470;22500;0
22430;22440;22470;25730;22470;22500;22500;0
22440;22470;25730;22470;22500;22500;22500;1
22470;25730;22470;22500;22500;22500;22510;0
25730;22470;22500;22500;22500;22510;22510;1
22470;22500;22500;22500;22510;22510;25730;0
22500;22500;22500;22510;22510;25730;22510;1
22500;22500;22510;22510;25730;22510;22530;0
22500;22510;22510;25730;22510;22530;22530;0
22510;22510;25730;22510;22530;22530;22520;0
22510;25730;22510;22530;22530;22520;22520;0
25730;22510;22530;22530;22520;22520;22520;1
22510;22530;22530;22520;22520;22520;25730;0
22530;22530;22520;22520;22520;25730;22520;1
22530;22520;22520;22520;25730;22520;22540;0
22520;22520;22520;25730;22520;22540;22530;0
22520;22520;25730;22520;22540;22530;22530;0
22520;25730;22520;22540;22530;22530;22520;0
25730;22520;22540;22530;22530;22520;22500;1
22520;22540;22530;22530;22520;22500;25730;0
22540;22530;22530;22520;22500;25730;22500;1
22530;22530;22520;22500;25730;22500;22540;0
22530;22520;22500;25730;22500;22540;22500;1
22520;22500;25730;22500;22540;22500;22510;0
22500;25730;22500;22540;22500;22510;22510;1
25730;22500;22540;22500;22510;22510;22530;0
22500;22540;22500;22510;22510;22530;22530;0
22540;22500;22510;22510;22530;22530;22530;1
22500;22510;22510;22530;22530;22530;22547;0
22510;22510;22530;22530;22530;22547;22547;0
22510;22530;22530;22530;22547;22547;22547;0
22530;22530;22530;22547;22547;22547;22547;0
22530;22530;22547;22547;22547;22547;22547;1
22530;22547;22547;22547;22547;22547;25730;0
22547;22547;22547;22547;22547;25730;22547;0
22547;22547;22547;22547;25730;22547;22547;0
22547;22547;22547;25730;22547;22547;22547;0
22547;22547;25730;22547;22547;22547;22547;0
22547;25730;22547;22547;22547;22547;22547;0
25730;22547;22547;22547;22547;22547;22540;1
22547;22547;22547;22547;22547;22540;25730;0
22547;22547;22547;22547;22540;25730;22540;0
22547;22547;22547;22540;25730;22540;22530;0
22547;22547;22540;25730;22540;22530;22510;0
22547;22540;25730;22540;22530;22510;22500;1
22540;25730;22540;22530;22510;22500;22540;0
25730;22540;22530;22510;22500;22540;22540;1
22540;22530;22510;22500;22540;22540;25730;0
22530;22510;22500;22540;22540;25730;22540;0
22510;22500;22540;22540;25730;22540;22540;0
22500;22540;22540;25730;22540;22540;22510;1
22540;22540;25730;22540;22540;22510;22520;1
22540;25730;22540;22540;22510;22520;22540;1
25730;22540;22540;22510;22520;22540;25730;0
22540;22540;22510;22520;22540;25730;25730;0
22540;22510;22520;22540;25730;25730;22510;0
22510;22520;22540;25730;25730;22510;22490;0
22520;22540;25730;25730;22510;22490;22465;0
22540;25730;25730;22510;22490;22465;22455;1
25730;25730;22510;22490;22465;22455;22465;1
25730;22510;22490;22465;22455;22465;25730;0
22510;22490;22465;22455;22465;25730;25730;0
22490;22465;22455;22465;25730;25730;22450;0
22465;22455;22465;25730;25730;22450;22420;1
22455;22465;25730;25730;22450;22420;22455;0
22465;25730;25730;22450;22420;22455;22455;0
25730;25730;22450;22420;22455;22455;22435;1
25730;22450;22420;22455;22455;22435;25730;0
22450;22420;22455;22455;22435;25730;25730;0
22420;22455;22455;22435;25730;25730;22430;0
22455;22455;22435;25730;25730;22430;22390;0
22455;22435;25730;25730;22430;22390;22360;0
22435;25730;25730;22430;22390;22360;22300;0
25730;25730;22430;22390;22360;22300;22285;1
25730;22430;22390;22360;22300;22285;25730;0
22430;22390;22360;22300;22285;25730;0;1
22390;22360;22300;22285;25730;0;22330;0
22360;22300;22285;25730;0;22330;22330;1
22300;22285;25730;0;22330;22330;22360;0
22285;25730;0;22330;22330;22360;22330;1
25730;0;22330;22330;22360;22330;25730;0
0;22330;22330;22360;22330;25730;25730;0
22330;22330;22360;22330;25730;25730;25730;0
22330;22360;22330;25730;25730;25730;25730;0
22360;22330;25730;25730;25730;25730;25730;0
22330;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;22360;1
25730;25730;25730;25730;25730;22360;22370;1
25730;25730;25730;25730;22360;22370;22410;0
25730;25730;25730;22360;22370;22410;22410;0
25730;25730;22360;22370;22410;22410;22400;1
25730;22360;22370;22410;22410;22400;25730;0
22360;22370;22410;22410;22400;25730;25730;0
22370;22410;22410;22400;25730;25730;22400;1
22410;22410;22400;25730;25730;22400;22410;0
22410;22400;25730;25730;22400;22410;22410;0
22400;25730;25730;22400;22410;22410;22380;0
25730;25730;22400;22410;22410;22380;22360;0
25730;22400;22410;22410;22380;22360;22350;0
22400;22410;22410;22380;22360;22350;22350;0
22410;22410;22380;22360;22350;22350;22350;0
22410;22380;22360;22350;22350;22350;22335;0
22380;22360;22350;22350;22350;22335;22335;1
22360;22350;22350;22350;22335;22335;22340;0
22350;22350;22350;22335;22335;22340;22335;0
22350;22350;22335;22335;22340;22335;22325;0
22350;22335;22335;22340;22335;22325;22325;0
22335;22335;22340;22335;22325;22325;22325;1
22335;22340;22335;22325;22325;22325;22360;0
22340;22335;22325;22325;22325;22360;22330;0
22335;22325;22325;22325;22360;22330;22330;0
22325;22325;22325;22360;22330;22330;22325;0
22325;22325;22360;22330;22330;22325;22325;0
22325;22360;22330;22330;22325;22325;22325;1
22360;22330;22330;22325;22325;22325;22330;0
22330;22330;22325;22325;22325;22330;22330;0
22330;22325;22325;22325;22330;22330;22330;0
22325;22325;22325;22330;22330;22330;22330;0
22325;22325;22330;22330;22330;22330;22325;0
22325;22330;22330;22330;22330;22325;22325;0
22330;22330;22330;22330;22325;22325;22325;0
22330;22330;22330;22325;22325;22325;22325;1
22330;22330;22325;22325;22325;22325;22330;1
22330;22325;22325;22325;22325;22330;22370;1
22325;22325;22325;22325;22330;22370;22380;0
22325;22325;22325;22330;22370;22380;22330;0
22325;22325;22330;22370;22380;22330;22330;0
22325;22330;22370;22380;22330;22330;0;1
22330;22370;22380;22330;22330;0;22340;0
22370;22380;22330;22330;0;22340;22335;0
22380;22330;22330;0;22340;22335;22325;0
22330;22330;0;22340;22335;22325;22325;0
22330;0;22340;22335;22325;22325;22325;1
0;22340;22335;22325;22325;22325;25730;0
22340;22335;22325;22325;22325;25730;22325;1
22335;22325;22325;22325;25730;22325;22330;0
22325;22325;22325;25730;22325;22330;22330;1
22325;22325;25730;22325;22330;22330;22360;0
22325;25730;22325;22330;22330;22360;22320;0
25730;22325;22330;22330;22360;22320;22320;0
22325;22330;22330;22360;22320;22320;22320;0
22330;22330;22360;22320;22320;22320;22320;0
22330;22360;22320;22320;22320;22320;22320;0
22360;22320;22320;22320;22320;22320;22320;1
22320;22320;22320;22320;22320;22320;22340;1
22320;22320;22320;22320;22320;22340;22345;0
22320;22320;22320;22320;22340;22345;22340;0
22320;22320;22320;22340;22345;22340;22340;0
22320;22320;22340;22345;22340;22340;22340;0
22320;22340;22345;22340;22340;22340;22260;0
22340;22345;22340;22340;22340;22260;22260;1
22345;22340;22340;22340;22260;22260;22325;0
22340;22340;22340;22260;22260;22325;22320;0
22340;22340;22260;22260;22325;22320;22320;0
22340;22260;22260;22325;22320;22320;22320;0
22260;22260;22325;22320;22320;22320;22320;1
22260;22325;22320;22320;22320;22320;22330;0
22325;22320;22320;22320;22320;22330;22330;0
22320;22320;22320;22320;22330;22330;22330;0
22320;22320;22320;22330;22330;22330;22325;0
22320;22320;22330;22330;22330;22325;22320;0
22320;22330;22330;22330;22325;22320;22320;0
22330;22330;22330;22325;22320;22320;22320;0
22330;22330;22325;22320;22320;22320;22320;0
22330;22325;22320;22320;22320;22320;22320;1
22325;22320;22320;22320;22320;22320;22325;0
22320;22320;22320;22320;22320;22325;22325;0
22320;22320;22320;22320;22325;22325;22325;0
22320;22320;22320;22325;22325;22325;22325;0
22320;22320;22325;22325;22325;22325;22325;0
22320;22325;22325;22325;22325;22325;22325;0
22325;22325;22325;22325;22325;22325;22325;1
22325;22325;22325;22325;22325;22325;22330;1
22325;22325;22325;22325;22325;22330;22340;0
22325;22325;22325;22325;22330;22340;22340;0
22325;22325;22325;22330;22340;22340;22340;0
22325;22325;22330;22340;22340;22340;22340;0
22325;22330;22340;22340;22340;22340;22335;0
22330;22340;22340;22340;22340;22335;22335;1
22340;22340;22340;22340;22335;22335;22340;0
22340;22340;22340;22335;22335;22340;22340;1
22340;22340;22335;22335;22340;22340;22345;0
22340;22335;22335;22340;22340;22345;22345;0
22335;22335;22340;22340;22345;22345;22345;0
22335;22340;22340;22345;22345;22345;22345;1
22340;22340;22345;22345;22345;22345;22370;0
22340;22345;22345;22345;22345;22370;22370;1
22345;22345;22345;22345;22370;22370;22410;1
22345;22345;22345;22370;22370;22410;22420;0
22345;22345;22370;22370;22410;22420;22420;0
22345;22370;22370;22410;22420;22420;22420;1
22370;22370;22410;22420;22420;22420;22450;0
22370;22410;22420;22420;22420;22450;22435;1
22410;22420;22420;22420;22450;22435;25730;0
22420;22420;22420;22450;22435;25730;22450;0
22420;22420;22450;22435;25730;22450;22450;0
22420;22450;22435;25730;22450;22450;22450;0
22450;22435;25730;22450;22450;22450;22450;0
22435;25730;22450;22450;22450;22450;22420;0
25730;22450;22450;22450;22450;22420;22385;0
22450;22450;22450;22450;22420;22385;22380;0
22450;22450;22450;22420;22385;22380;22370;0
22450;22450;22420;22385;22380;22370;22360;0
22450;22420;22385;22380;22370;22360;22360;0
22420;22385;22380;22370;22360;22360;22360;0
22385;22380;22370;22360;22360;22360;22340;0
22380;22370;22360;22360;22360;22340;22340;1
22370;22360;22360;22360;22340;22340;22345;0
22360;22360;22360;22340;22340;22345;22330;0
22360;22360;22340;22340;22345;22330;22330;0
22360;22340;22340;22345;22330;22330;22330;0
22340;22340;22345;22330;22330;22330;22330;0
22340;22345;22330;22330;22330;22330;22330;0
22345;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;1
22330;22330;22330;22330;22330;22330;22340;1
22330;22330;22330;22330;22330;22340;22365;0
22330;22330;22330;22330;22340;22365;22365;0
22330;22330;22330;22340;22365;22365;22365;0
22330;22330;22340;22365;22365;22365;22360;0
22330;22340;22365;22365;22365;22360;22340;1
22340;22365;22365;22365;22360;22340;22345;0
22365;22365;22365;22360;22340;22345;22340;0
22365;22365;22360;22340;22345;22340;22340;0
22365;22360;22340;22345;22340;22340;22340;0
22360;22340;22345;22340;22340;22340;22340;0
22340;22345;22340;22340;22340;22340;22340;0
22345;22340;22340;22340;22340;22340;22340;0
22340;22340;22340;22340;22340;22340;22340;1
22340;22340;22340;22340;22340;22340;22380;0
22340;22340;22340;22340;22340;22380;22330;0
22340;22340;22340;22340;22380;22330;22330;0
22340;22340;22340;22380;22330;22330;22330;0
22340;22340;22380;22330;22330;22330;22330;0
22340;22380;22330;22330;22330;22330;22330;0
22380;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;1
22330;22330;22330;22330;22330;22330;22335;0
22330;22330;22330;22330;22330;22335;22335;0
22330;22330;22330;22330;22335;22335;22330;0
22330;22330;22330;22335;22335;22330;22330;0
22330;22330;22335;22335;22330;22330;22330;0
22330;22335;22335;22330;22330;22330;22330;0
22335;22335;22330;22330;22330;22330;22330;0
22335;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22310;1
22330;22330;22330;22330;22330;22310;22330;0
22330;22330;22330;22330;22310;22330;22330;0
22330;22330;22330;22310;22330;22330;22330;0
22330;22330;22310;22330;22330;22330;22330;0
22330;22310;22330;22330;22330;22330;22330;0
22310;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;1
22330;22330;22330;22330;22330;22330;25730;0
22330;22330;22330;22330;22330;25730;22330;1
22330;22330;22330;22330;25730;22330;22335;0
22330;22330;22330;25730;22330;22335;22335;0
22330;22330;25730;22330;22335;22335;22335;1
22330;25730;22330;22335;22335;22335;22340;0
25730;22330;22335;22335;22335;22340;22335;0
22330;22335;22335;22335;22340;22335;22330;0
22335;22335;22335;22340;22335;22330;22330;0
22335;22335;22340;22335;22330;22330;22330;0
22335;22340;22335;22330;22330;22330;22330;0
22340;22335;22330;22330;22330;22330;22330;0
22335;22330;22330;22330;22330;22330;22330;0
22330;22330;22330;22330;22330;22330;22330;1
22330;22330;22330;22330;22330;22330;22370;0
22330;22330;22330;22330;22330;22370;22330;0
22330;22330;22330;22330;22370;22330;22330;0
22330;22330;22330;22370;22330;22330;22330;0
22330;22330;22370;22330;22330;22330;22330;1
22330;22370;22330;22330;22330;22330;25730;0
22370;22330;22330;22330;22330;25730;22330;1
22330;22330;22330;22330;25730;22330;22335;1
22330;22330;22330;25730;22330;22335;22340;0
22330;22330;25730;22330;22335;22340;22340;0
22330;25730;22330;22335;22340;22340;22340;0
25730;22330;22335;22340;22340;22340;22340;1
22330;22335;22340;22340;22340;22340;22345;1
22335;22340;22340;22340;22340;22345;22350;0
22340;22340;22340;22340;22345;22350;22350;0
22340;22340;22340;22345;22350;22350;22340;0
22340;22340;22345;22350;22350;22340;22340;0
22340;22345;22350;22350;22340;22340;22340;0
22345;22350;22350;22340;22340;22340;22340;0
22350;22350;22340;22340;22340;22340;22340;0
22350;22340;22340;22340;22340;22340;22340;0
22340;22340;22340;22340;22340;22340;22340;0
22340;22340;22340;22340;22340;22340;22335;0
22340;22340;22340;22340;22340;22335;22335;1
22340;22340;22340;22340;22335;22335;25730;0
22340;22340;22340;22335;22335;25730;22335;0
22340;22340;22335;22335;25730;22335;22335;0
22340;22335;22335;25730;22335;22335;22335;1
22335;22335;25730;22335;22335;22335;22370;0
22335;25730;22335;22335;22335;22370;22340;0
25730;22335;22335;22335;22370;22340;22335;0
22335;22335;22335;22370;22340;22335;22335;1
22335;22335;22370;22340;22335;22335;25730;0
22335;22370;22340;22335;22335;25730;22330;0
22370;22340;22335;22335;25730;22330;22330;0
22340;22335;22335;25730;22330;22330;22330;1
22335;22335;25730;22330;22330;22330;22340;0
22335;25730;22330;22330;22330;22340;22340;0
25730;22330;22330;22330;22340;22340;22340;0
22330;22330;22330;22340;22340;22340;22340;1
22330;22330;22340;22340;22340;22340;22345;0
22330;22340;22340;22340;22340;22345;22345;0
22340;22340;22340;22340;22345;22345;22345;0
22340;22340;22340;22345;22345;22345;22340;1
22340;22340;22345;22345;22345;22340;22350;0
22340;22345;22345;22345;22340;22350;22350;0
22345;22345;22345;22340;22350;22350;22350;1
22345;22345;22340;22350;22350;22350;22360;1
22345;22340;22350;22350;22350;22360;22380;0
22340;22350;22350;22350;22360;22380;22370;0
22350;22350;22350;22360;22380;22370;22365;1
22350;22350;22360;22380;22370;22365;25730;0
22350;22360;22380;22370;22365;25730;25730;0
22360;22380;22370;22365;25730;25730;22365;0
22380;22370;22365;25730;25730;22365;22355;0
22370;22365;25730;25730;22365;22355;22355;0
22365;25730;25730;22365;22355;22355;22355;0
25730;25730;22365;22355;22355;22355;22355;1
25730;22365;22355;22355;22355;22355;22360;0
22365;22355;22355;22355;22355;22360;22360;0
22355;22355;22355;22355;22360;22360;22360;1
22355;22355;22355;22360;22360;22360;22390;0
22355;22355;22360;22360;22360;22390;22365;0
22355;22360;22360;22360;22390;22365;22355;0
22360;22360;22360;22390;22365;22355;22355;1
22360;22360;22390;22365;22355;22355;22365;0
22360;22390;22365;22355;22355;22365;22365;0
22390;22365;22355;22355;22365;22365;22365;1
22365;22355;22355;22365;22365;22365;22375;1
22355;22355;22365;22365;22365;22375;22380;1
22355;22365;22365;22365;22375;22380;22415;1
22365;22365;22365;22375;22380;22415;22470;1
22365;22365;22375;22380;22415;22470;22550;0
22365;22375;22380;22415;22470;22550;22550;0
22375;22380;22415;22470;22550;22550;22550;1
22380;22415;22470;22550;22550;22550;22580;1
22415;22470;22550;22550;22550;22580;22600;1
22470;22550;22550;22550;22580;22600;22690;1
22550;22550;22550;22580;22600;22690;22770;1
22550;22550;22580;22600;22690;22770;25730;0
22550;22580;22600;22690;22770;25730;25730;0
22580;22600;22690;22770;25730;25730;22780;0
22600;22690;22770;25730;25730;22780;22750;0
22690;22770;25730;25730;22780;22750;22720;0
22770;25730;25730;22780;22750;22720;22700;1
25730;25730;22780;22750;22720;22700;22715;1
25730;22780;22750;22720;22700;22715;22735;0
22780;22750;22720;22700;22715;22735;22735;0
22750;22720;22700;22715;22735;22735;22735;1
22720;22700;22715;22735;22735;22735;22745;1
22700;22715;22735;22735;22735;22745;22765;0
22715;22735;22735;22735;22745;22765;22730;0
22735;22735;22735;22745;22765;22730;22675;0
22735;22735;22745;22765;22730;22675;22610;1
22735;22745;22765;22730;22675;22610;25730;0
22745;22765;22730;22675;22610;25730;22610;1
22765;22730;22675;22610;25730;22610;22680;1
22730;22675;22610;25730;22610;22680;22720;1
22675;22610;25730;22610;22680;22720;22750;1
22610;25730;22610;22680;22720;22750;22770;1
25730;22610;22680;22720;22750;22770;22775;0
22610;22680;22720;22750;22770;22775;22775;0
22680;22720;22750;22770;22775;22775;22775;1
22720;22750;22770;22775;22775;22775;22785;1
22750;22770;22775;22775;22775;22785;22790;0
22770;22775;22775;22775;22785;22790;22790;0
22775;22775;22775;22785;22790;22790;22790;0
22775;22775;22785;22790;22790;22790;22790;0
22775;22785;22790;22790;22790;22790;22790;0
22785;22790;22790;22790;22790;22790;22790;0
22790;22790;22790;22790;22790;22790;22790;0
22790;22790;22790;22790;22790;22790;22790;0
22790;22790;22790;22790;22790;22790;22790;1
22790;22790;22790;22790;22790;22790;22800;0
22790;22790;22790;22790;22790;22800;22785;1
22790;22790;22790;22790;22800;22785;22790;0
22790;22790;22790;22800;22785;22790;22790;0
22790;22790;22800;22785;22790;22790;22790;0
22790;22800;22785;22790;22790;22790;22760;0
22800;22785;22790;22790;22790;22760;22725;0
22785;22790;22790;22790;22760;22725;22665;0
22790;22790;22790;22760;22725;22665;22600;0
22790;22790;22760;22725;22665;22600;22600;0
22790;22760;22725;22665;22600;22600;22600;1
22760;22725;22665;22600;22600;22600;22620;0
22725;22665;22600;22600;22600;22620;22605;0
22665;22600;22600;22600;22620;22605;22605;0
22600;22600;22600;22620;22605;22605;22600;1
22600;22600;22620;22605;22605;22600;22605;0
22600;22620;22605;22605;22600;22605;22605;0
22620;22605;22605;22600;22605;22605;22605;0
22605;22605;22600;22605;22605;22605;22600;1
22605;22600;22605;22605;22605;22600;22605;0
22600;22605;22605;22605;22600;22605;22605;0
22605;22605;22605;22600;22605;22605;22600;0
22605;22605;22600;22605;22605;22600;22590;0
22605;22600;22605;22605;22600;22590;22590;0
22600;22605;22605;22600;22590;22590;22590;0
22605;22605;22600;22590;22590;22590;22585;1
22605;22600;22590;22590;22590;22585;22600;1
22600;22590;22590;22590;22585;22600;22630;0
22590;22590;22590;22585;22600;22630;22630;0
22590;22590;22585;22600;22630;22630;22630;1
22590;22585;22600;22630;22630;22630;25730;0
22585;22600;22630;22630;22630;25730;22630;0
22600;22630;22630;22630;25730;22630;22630;0
22630;22630;22630;25730;22630;22630;22630;0
22630;22630;25730;22630;22630;22630;22630;1
22630;25730;22630;22630;22630;22630;22690;0
25730;22630;22630;22630;22630;22690;22655;0
22630;22630;22630;22630;22690;22655;22655;0
22630;22630;22630;22690;22655;22655;22655;0
22630;22630;22690;22655;22655;22655;22615;1
22630;22690;22655;22655;22655;22615;22670;1
22690;22655;22655;22655;22615;22670;22695;1
22655;22655;22655;22615;22670;22695;22700;0
22655;22655;22615;22670;22695;22700;22680;0
22655;22615;22670;22695;22700;22680;22680;0
22615;22670;22695;22700;22680;22680;22680;1
22670;22695;22700;22680;22680;22680;22730;1
22695;22700;22680;22680;22680;22730;22760;1
22700;22680;22680;22680;22730;22760;22800;0
22680;22680;22680;22730;22760;22800;22800;1
22680;22680;22730;22760;22800;22800;22820;0
22680;22730;22760;22800;22800;22820;22820;0
22730;22760;22800;22800;22820;22820;22820;1
22760;22800;22800;22820;22820;22820;22840;1
22800;22800;22820;22820;22820;22840;22860;0
22800;22820;22820;22820;22840;22860;22860;0
22820;22820;22820;22840;22860;22860;22860;0
22820;22820;22840;22860;22860;22860;22830;0
22820;22840;22860;22860;22860;22830;22830;0
22840;22860;22860;22860;22830;22830;22830;0
22860;22860;22860;22830;22830;22830;22815;0
22860;22860;22830;22830;22830;22815;22810;1
22860;22830;22830;22830;22815;22810;22840;1
22830;22830;22830;22815;22810;22840;22865;0
22830;22830;22815;22810;22840;22865;22865;0
22830;22815;22810;22840;22865;22865;22865;0
22815;22810;22840;22865;22865;22865;22865;0
22810;22840;22865;22865;22865;22865;22830;1
22840;22865;22865;22865;22865;22830;22840;0
22865;22865;22865;22865;22830;22840;22820;1
22865;22865;22865;22830;22840;22820;22850;0
22865;22865;22830;22840;22820;22850;22835;0
22865;22830;22840;22820;22850;22835;22835;0
22830;22840;22820;22850;22835;22835;22835;1
22840;22820;22850;22835;22835;22835;22840;1
22820;22850;22835;22835;22835;22840;22855;1
22850;22835;22835;22835;22840;22855;22860;0
22835;22835;22835;22840;22855;22860;22810;1
22835;22835;22840;22855;22860;22810;22815;0
22835;22840;22855;22860;22810;22815;22815;0
22840;22855;22860;22810;22815;22815;22815;1
22855;22860;22810;22815;22815;22815;22820;0
22860;22810;22815;22815;22815;22820;22820;0
22810;22815;22815;22815;22820;22820;22810;1
22815;22815;22815;22820;22820;22810;22820;0
22815;22815;22820;22820;22810;22820;22820;0
22815;22820;22820;22810;22820;22820;22820;0
22820;22820;22810;22820;22820;22820;22820;0
22820;22810;22820;22820;22820;22820;22805;0
22810;22820;22820;22820;22820;22805;22800;0
22820;22820;22820;22820;22805;22800;22785;1
22820;22820;22820;22805;22800;22785;22790;0
22820;22820;22805;22800;22785;22790;22790;0
22820;22805;22800;22785;22790;22790;22790;0
22805;22800;22785;22790;22790;22790;22790;0
22800;22785;22790;22790;22790;22790;22750;0
22785;22790;22790;22790;22790;22750;22745;0
22790;22790;22790;22790;22750;22745;22710;0
22790;22790;22790;22750;22745;22710;22710;0
22790;22790;22750;22745;22710;22710;22710;0
22790;22750;22745;22710;22710;22710;22710;0
22750;22745;22710;22710;22710;22710;22710;0
22745;22710;22710;22710;22710;22710;22710;0
22710;22710;22710;22710;22710;22710;22700;0
22710;22710;22710;22710;22710;22700;22700;1
22710;22710;22710;22710;22700;22700;22710;1
22710;22710;22710;22700;22700;22710;22725;0
22710;22710;22700;22700;22710;22725;22725;0
22710;22700;22700;22710;22725;22725;22725;1
22700;22700;22710;22725;22725;22725;22770;1
22700;22710;22725;22725;22725;22770;22790;0
22710;22725;22725;22725;22770;22790;22765;0
22725;22725;22725;22770;22790;22765;22755;0
22725;22725;22770;22790;22765;22755;22745;0
22725;22770;22790;22765;22755;22745;22745;0
22770;22790;22765;22755;22745;22745;22745;1
22790;22765;22755;22745;22745;22745;22775;1
22765;22755;22745;22745;22745;22775;22790;0
22755;22745;22745;22745;22775;22790;22770;0
22745;22745;22745;22775;22790;22770;22760;1
22745;22745;22775;22790;22770;22760;22765;0
22745;22775;22790;22770;22760;22765;22765;0
22775;22790;22770;22760;22765;22765;22765;0
22790;22770;22760;22765;22765;22765;22765;0
22770;22760;22765;22765;22765;22765;22765;1
22760;22765;22765;22765;22765;22765;22780;1
22765;22765;22765;22765;22765;22780;22785;0
22765;22765;22765;22765;22780;22785;22760;0
